product_id,product_name_raw,category,subcategory,brand,unit_price_text,unit_price,unit_cost,stock_qty,is_active
CLT0001,T-Shirt | Black | S,Clothing,Tops,Nile Fashion,EGP 90,90,40,449,1
CLT0275,Leggings | Grey | M,Clothing,Women Wear,Cairo Style,EGP 150,150,70,106,1
CLT0276,Leggings | Grey | L,Clothing,Women Wear,Cairo Style,EGP 150,150,70,91,1
CLT0277,Leggings | Navy | XS,Clothing,Women Wear,Cairo Style,EGP 150,150,70,489,1
CLT0278,Leggings | Navy | S,Clothing,Women Wear,Cairo Style,EGP 160,160,70,50,1
CLT0279,Leggings | Navy | M,Clothing,Women Wear,Cairo Style,EGP 160,160,70,58,0
CLT0280,Leggings | Navy | L,Clothing,Women Wear,Cairo Style,EGP 150,150,70,411,1
CLT0281,Abaya | Black | XS,Clothing,Women Wear,Cairo Style,EGP 470,470,230,138,1
CLT0282,Abaya | Black | S,Clothing,Women Wear,Cairo Style,EGP 430,430,210,131,1
CLT0283,Abaya | Black | M,Clothing,Women Wear,Cairo Style,EGP 440,440,220,336,1
CLT0284,Abaya | Black | L,Clothing,Women Wear,Cairo Style,EGP 480,480,230,487,1
CLT0285,Abaya | Navy | XS,Clothing,Women Wear,Cairo Style,EGP 450,450,220,23,1
CLT0286,Abaya | Navy | S,Clothing,Women Wear,Cairo Style,EGP 440,440,220,28,1
CLT0287,Abaya | Navy | M,Clothing,Women Wear,Cairo Style,EGP 430,430,210,166,1
CLT0288,Abaya | Navy | L,Clothing,Women Wear,Cairo Style,EGP 470,470,230,365,1
CLT0289,Abaya | Grey | XS,Clothing,Women Wear,Cairo Style,EGP 480,480,230,111,1
CLT0290,Abaya | Grey | S,Clothing,Women Wear,Cairo Style,EGP 420,420,210,96,1
CLT0291,Abaya | Grey | M,Clothing,Women Wear,Cairo Style,EGP 460,460,220,149,1
CLT0292,Abaya | Grey | L,Clothing,Women Wear,Cairo Style,EGP 430,430,210,223,1
CLT0293,Hijab Set | Black | XS,Clothing,Women Wear,Delta Wear,EGP 130,130,60,144,0
CLT0294,Hijab Set | Black | S,Clothing,Women Wear,Delta Wear,EGP 120,120,60,370,1
CLT0295,Hijab Set | Black | M,Clothing,Women Wear,Delta Wear,EGP 120,120,60,459,1
CLT0296,Hijab Set | Black | L,Clothing,Women Wear,Delta Wear,EGP 120,120,60,227,1
CLT0297,Hijab Set | White | XS,Clothing,Women Wear,Delta Wear,EGP 130,130,60,48,1
CLT0298,Hijab Set | White | S,Clothing,Women Wear,Delta Wear,EGP 130,130,60,62,1
CLT0299,Hijab Set | White | M,Clothing,Women Wear,Delta Wear,EGP 130,130,60,421,1
CLT0300,Hijab Set | White | L,Clothing,Women Wear,Delta Wear,EGP 140,140,60,68,1
CLT0301,Hijab Set | Navy | XS,Clothing,Women Wear,Delta Wear,EGP 140,140,60,137,1
CLT0302,Hijab Set | Navy | S,Clothing,Women Wear,Delta Wear,EGP 140,140,60,474,1
CLT0303,Hijab Set | Navy | M,Clothing,Women Wear,Delta Wear,EGP 120,120,60,493,1
CLT0304,Hijab Set | Navy | L,Clothing,Women Wear,Delta Wear,EGP 140,140,60,480,1
CLT0305,Hijab Set | Beige | XS,Clothing,Women Wear,Delta Wear,EGP 130,130,60,111,1
CLT0306,Hijab Set | Beige | S,Clothing,Women Wear,Delta Wear,EGP 130,130,60,126,1
CLT0307,Hijab Set | Beige | M,Clothing,Women Wear,Delta Wear,EGP 130,130,60,384,1
CLT0308,Hijab Set | Beige | L,Clothing,Women Wear,Delta Wear,EGP 140,140,60,173,1
ELC0309,Samsung Galaxy A54,Electronics,Mobile Phones,Samsung,EGP 8900,8900,7100,54,1
ELC0310,Samsung Galaxy A34,Electronics,Mobile Phones,Samsung,EGP 6500,6500,5200,54,1
ELC0311,iPhone 14 128GB,Electronics,Mobile Phones,Apple,EGP 18600,18600,14900,93,1
ELC0312,iPhone 13 128GB,Electronics,Mobile Phones,Apple,EGP 15000,15000,12000,49,1
ELC0313,Xiaomi Redmi Note 12 128GB,Electronics,Mobile Phones,Xiaomi,EGP 5000,5000,4000,14,1
ELC0314,Oppo A78 256GB,Electronics,Mobile Phones,Oppo,EGP 5600,5600,4500,81,1
ELC0315,Tecno Spark 20 128GB,Electronics,Mobile Phones,Tecno,EGP 3600,3600,2800,8,1
ELC0316,Samsung 55 Smart TV 4K,Electronics,TVs & Screens,Samsung,EGP 13200,13200,10600,62,1
ELC0317,LG 50 OLED TV 4K,Electronics,TVs & Screens,LG,EGP 15900,15900,12700,53,1
ELC0318,Sony Bravia 43 4K TV,Electronics,TVs & Screens,Sony,EGP 10100,10100,8100,89,1
ELC0319,TCL 65 Smart TV 4K,Electronics,TVs & Screens,TCL,EGP 12200,12200,9800,42,1
ELC0320,HP Laptop 15,Electronics,Laptops,HP,EGP 13200,13200,10500,15,1
ELC0321,Lenovo IdeaPad 3 15,Electronics,Laptops,Lenovo,EGP 10900,10900,8700,86,1
ELC0322,Dell Inspiron 15 3000,Electronics,Laptops,Dell,EGP 14900,14900,11900,51,1
ELC0323,Asus VivoBook 15,Electronics,Laptops,Asus,EGP 11200,11200,8900,44,1
ELC0324,Samsung Galaxy Tab A8,Electronics,Tablets,Samsung,EGP 6100,6100,4900,18,1
ELC0325,Apple iPad 10th Gen,Electronics,Tablets,Apple,EGP 14700,14700,11800,62,1
ELC0326,Xiaomi Pad 6 128GB,Electronics,Tablets,Xiaomi,EGP 8000,8000,6400,18,1
ELC0327,Sony WH-1000XM4,Electronics,Audio & Wearables,Sony,EGP 5000,5000,4000,16,1
ELC0328,JBL Tune 760NC,Electronics,Audio & Wearables,JBL,EGP 2000,2000,1600,54,1
ELC0329,Samsung Galaxy Buds 2 Pro,Electronics,Audio & Wearables,Samsung,EGP 2500,2500,2000,15,1
ELC0330,Apple AirPods Pro 2nd Gen,Electronics,Audio & Wearables,Apple,EGP 7000,7000,5600,36,1
ELC0331,Xiaomi Smart Band 8 Pro,Electronics,Audio & Wearables,Xiaomi,EGP 2000,2000,1600,53,1
ELC0332,Samsung Galaxy Watch 6,Electronics,Audio & Wearables,Samsung,EGP 5900,5900,4700,39,1
ELC0333,Huawei Band 8,Electronics,Audio & Wearables,Huawei,EGP 1000,1000,800,60,1
ELC0334,Apple Watch Series 9,Electronics,Audio & Wearables,Apple,EGP 12800,12800,10300,14,1
ELC0335,Samsung T7 1TB SSD,Electronics,Accessories & Storage,Samsung,EGP 1500,1500,1200,97,1
ELC0336,WD My Passport 2TB,Electronics,Accessories & Storage,WD,EGP 1300,1300,1000,30,1
ELC0337,Logitech MX Master 3S,Electronics,Accessories & Storage,Logitech,EGP 800,800,600,5,1
ELC0338,Anker 65W GaN Charger,Electronics,Accessories & Storage,Anker,EGP 300,300,200,84,1
ELC0339,Huawei WiFi AX3 Router,Electronics,Networking,Huawei,EGP 800,800,700,61,1
ELC0340,TP-Link Archer C6 Router,Electronics,Networking,TP-Link,EGP 600,600,500,88,0
ELC0341,Epson EcoTank L3250,Electronics,Printers,Epson,EGP 5900,5900,4700,46,1
ELC0342,Canon PIXMA G3420,Electronics,Printers,Canon,EGP 5100,5100,4000,66,1
ELC0343,Sony PS5 Console,Electronics,Gaming,Sony,EGP 18500,18500,14800,45,1
ELC0344,Nintendo Switch OLED,Electronics,Gaming,Nintendo,EGP 13200,13200,10500,67,0
ELC0345,Xbox Series S,Electronics,Gaming,Microsoft,EGP 10200,10200,8100,46,1
